index,winery,wine,year,rating,num_reviews,region,type,body,acidity,price
6141,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6142,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,NA,NA,28.53
6143,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,NA,NA,27.89
6144,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,NA,NA,48.96
6145,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,NA,NA,61.94
6146,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,NA,NA,19.98
6147,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,NA,NA,16.76
6148,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,NA,NA,24.45
6149,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,NA,NA,64.5
6150,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,NA,NA,31.63
6151,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6152,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6153,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6154,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6155,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6156,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6157,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6158,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6159,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6160,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6161,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6162,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6163,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6164,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6165,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6166,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6167,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6168,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6169,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6170,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6171,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6172,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6173,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6174,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6175,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6176,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6177,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6178,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6179,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6180,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6181,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6182,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6183,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6184,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6185,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6186,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6187,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6188,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6189,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6190,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6191,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6192,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6193,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6194,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6195,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6196,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6197,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6198,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6199,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6200,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6201,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6202,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6203,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6204,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6205,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6206,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6207,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6208,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6209,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6210,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6211,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6212,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6213,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6214,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6215,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6216,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6217,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6218,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6219,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6220,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6221,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6222,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6223,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6224,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6225,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6226,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6227,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6228,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6229,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6230,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6231,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6232,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6233,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6234,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6235,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6236,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6237,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6238,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6239,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6240,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6241,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6242,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6243,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6244,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6245,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6246,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6247,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6248,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6249,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6250,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6251,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6252,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6253,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6254,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6255,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6256,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6257,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6258,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6259,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6260,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6261,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6262,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6263,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6264,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6265,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6266,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6267,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6268,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6269,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6270,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6271,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6272,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6273,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6274,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6275,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6276,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,NA,NA,29.15
6277,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,NA,NA,17.5
6278,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,NA,NA,18.9
6279,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,NA,NA,23.95
6280,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,NA,NA,28.3
6281,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,NA,NA,45
6282,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,NA,NA,17.9
6283,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,NA,NA,16.78
6284,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,NA,NA,13.58
6285,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,NA,NA,37.9
6286,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,NA,NA,51.35
6287,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,NA,NA,22.99
6288,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6289,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,NA,NA,7.1
6290,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,NA,NA,77.36
6291,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6292,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,NA,NA,28.53
6293,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,NA,NA,27.89
6294,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,NA,NA,48.96
6295,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,NA,NA,61.94
6296,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,NA,NA,19.98
6297,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,NA,NA,16.76
6298,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,NA,NA,24.45
6299,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,NA,NA,64.5
6300,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,NA,NA,31.63
6301,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6302,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6303,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6304,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6305,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6306,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6307,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6308,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6309,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6310,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6311,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6312,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6313,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6314,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6315,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6316,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6317,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6318,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6319,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6320,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6321,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6322,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6323,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6324,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6325,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6326,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6327,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6328,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6329,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6330,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6331,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6332,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6333,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6334,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6335,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6336,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6337,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6338,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6339,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6340,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6341,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6342,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6343,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6344,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6345,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6346,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6347,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6348,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6349,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6350,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6351,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6352,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6353,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6354,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6355,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6356,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6357,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6358,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6359,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6360,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6361,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6362,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6363,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6364,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6365,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6366,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6367,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6368,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6369,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6370,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6371,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6372,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6373,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6374,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6375,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6376,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6377,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6378,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6379,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6380,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6381,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6382,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6383,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6384,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6385,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6386,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6387,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6388,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6389,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6390,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6391,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6392,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6393,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6394,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6395,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6396,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
6397,Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Priorato,Priorat Red,4,3,16.76
6398,Mustiguillo,Finca Terrerazo,2017,4.2,390,El Terrerazo,Red,4,3,24.45
6399,Matarromera,Gran Reserva,2011,4.2,389,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
6400,Sei Solo,Preludio,2016,4.2,388,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
6401,Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Rioja,Rioja White,3,3,29.15
6402,La Vicalanda,Reserva,2015,4.2,420,Rioja,Rioja Red,4,3,17.5
6403,Enrique Mendoza,Santa Rosa,2017,4.2,420,Alicante,Red,4,3,18.9
6404,Clos Pons,Roc Nu,2011,4.2,420,Costers del Segre,Red,4,3,23.95
6405,Sierra Cantabria,Coleccion Privada,2012,4.2,420,Rioja,Rioja Red,4,3,28.3
6406,Imperial,Rioja Reserva,2004,4.2,417,Rioja,Rioja Red,4,3,45
6407,Losada,Altos de Losada,2018,4.2,415,Bierzo,Mencia,3,3,17.9
6408,Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Rias Baixas,Albarino,3,3,16.78
6409,La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Rioja,Rioja Red,4,3,13.58
6410,Bodegas La Horra,Corimbo I,2015,4.2,412,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
6411,Vina Pedrosa,Gran Reserva,2011,4.2,410,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
6412,Campillo,Gran Reserva Rioja,2012,4.2,410,Rioja,Rioja Red,4,3,22.99
6413,Ramon do Casar,Treixadura,2020,4.2,407,Ribeiro,NA,NA,NA,11.95
6414,Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Jerez-Xeres-Sherry,Sherry,4,3,7.1
6415,Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Priorato,Priorat Red,4,3,77.36
6416,Binigrau,Nounat,2020,4.2,404,Mallorca,NA,NA,NA,19.9
6417,Ramon Bilbao,Mirto,2011,4.2,402,Rioja,Rioja Red,4,3,28.53
6418,Matsu,El Viejo,2019,4.2,400,Toro,Toro Red,5,3,27.89
6419,Artadi,Valdegines,2016,4.2,398,Vino de Espana,Tempranillo,4,2,48.96
6420,Contino,Rioja Graciano,2011,4.2,395,Rioja,Rioja Red,4,3,61.94
6421,Contino,Reserva,2016,4.2,392,Rioja,Rioja Red,4,3,19.98
